 ,0,0.4,0.8,1.2,1.6,2,2.4,2.8,3.2,3.6,4,4.4,4.8,5.2,5.6,6,6.4,6.8,7.2,7.6,8,8.4,8.8,9.2,9.6,10,10.4,10.8,11.2,11.6,12,12.4,12.8,13.2,13.6,14,14.4,14.8,15.2,15.6,16,16.4,16.8,17.2,17.6,18,18.4,18.8,19.2,19.6,20,20.4,20.8,21.2,21.6,22,22.4,22.8,23.2,23.6,24,24.4,24.8,25.2,25.6,26,26.4,26.8,27.2,27.6,28,28.4,28.8,29.2,29.6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0.030437172,0.141712071,0.194371969,0.209582804,0.213530131,0.214527466,0.21477766,0.2148403,0.214855974,0.214859895,0.214860876,0.214861122,0.214861183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0.058127993,0.323255382,0.485741351,0.543301267,0.563545724,0.571345174,0.574568574,0.5759559,0.576565855,0.576836942,0.576958077,0.577012353,0.577036706,0.57704764,0.577052551,0.577054757,0.577055748,0.577056194,0.577056394,0.577056484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0.059358308,0.353445402,0.570409735,0.670157793,0.718607579,0.745204289,0.760710594,0.769905358,0.775360774,0.77858536,0.780483403,0.781596677,0.782247847,0.782627913,0.78284938,0.782978266,0.783053197,0.783096725,0.783121994,0.783136656,0.783145159,0.783150088,0.783152945,0.7831546,0.783155559,0.783156114,0.783156436,0.783156622,0.78315673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,0.059434369,0.35790618,0.592812854,0.716275324,0.785070856,0.827767277,0.855929033,0.874929003,0.887806558,0.896516612,0.902385262,0.906324258,0.908959398,0.910717619,0.911888322,0.912666587,0.913183335,0.913526118,0.913753337,0.913903868,0.914003549,0.914069535,0.914113203,0.914142095,0.914161207,0.914173848,0.914182208,0.914187736,0.914191391,0.914193808,0.914195406,0.914196462,0.914197161,0.914197622,0.914197927,0.914198129,0.914198262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,0.059439391,0.358673216,0.599078504,0.734169136,0.815853228,0.869959625,0.907835619,0.935127521,0.955047686,0.969645666,0.98033917,0.98815462,0.993850269,0.997989391,1.000989816,1.003160192,1.004727411,1.0058575,1.006671468,1.007257219,1.007678441,1.007981178,1.008198662,1.008354844,1.008466972,1.008547454,1.008605211,1.008646653,1.008676385,1.008697714,1.008713014,1.008723988,1.008731859,1.008737503,1.008741552,1.008744455,1.008746537,1.008748029,1.0087491,1.008749868,1.008750418,1.008750813,1.008751096,1.008751299,1.008751444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,0.059439715,0.358816614,0.600835482,0.740936249,0.830033039,0.891846514,0.93680932,0.970467821,0.996115333,1.015849559,1.031096834,1.042885313,1.051988559,1.05900361,1.064396791,1.068533576,1.071700044,1.074119389,1.075965039,1.077371217,1.078441424,1.07925522,1.079873596,1.080343206,1.08069967,1.080970146,1.081175312,1.081330898,1.081448861,1.081538283,1.081606061,1.081657427,1.081696352,1.081725847,1.081748194,1.081765126,1.081777953,1.081787671,1.081795033,1.08180061,1.081804834,1.081808034,1.081810458,1.081812295,1.081813685,1.081814739,1.081815537,1.081816141,1.081816599,1.081816946,1.081817209,1.081817408,1.081817558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,0.059439735,0.358843625,0.601333953,0.743489291,0.836628085,0.903513102,0.953629297,0.992134187,1.022263718,1.046146006,1.065228216,1.080536848,1.092833884,1.102707458,1.110624177,1.116960282,1.12202146,1.126056591,1.12926807,1.131820046,1.133845202,1.135450422,1.136721522,1.137727208,1.138522343,1.139150639,1.139646862,1.140038614,1.140347785,1.140591716,1.140784127,1.140935871,1.141055523,1.141149858,1.141224224,1.141282843,1.141329045,1.141365459,1.141394155,1.14141677,1.141434591,1.141448633,1.141459698,1.141468417,1.141475287,1.1414807,1.141484965,1.141488325,1.141490972,1.141493058,1.141494702,1.141495997,1.141497017,1.14149782,1.141498454,1.141498953,1.141499346,1.141499655,1.141499899,1.141500091,1.141500243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,0.059439737,0.358848674,0.601481544,0.744481052,0.839744352,0.909830961,0.963604839,1.005773131,1.039392175,1.066560955,1.088741763,1.106972936,1.122014917,1.134445462,1.144718975,1.153202725,1.160199095,1.16595974,1.170695154,1.174581622,1.177766626,1.180373278,1.182504058,1.184244021,1.185663556,1.186820764,1.187763487,1.188531038,1.18915566,1.189663756,1.190076918,1.190412783,1.190685744,1.190907532,1.19108771,1.19123406,1.191352919,1.19144944,1.191527813,1.191591445,1.191643106,1.191685045,1.191719091,1.191746726,1.191769159,1.191787367,1.191802145,1.19181414,1.191823876,1.191831777,1.19183819,1.191843395,1.191847619,1.191851047,1.191853829,1.191856087,1.19185792,1.191859407,1.191860614,1.191861593,1.191862388,1.191863033,1.191863556,1.191863981,1.191864326,1.191864606,1.191864833,1.191865017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0.059439737,0.358849615,0.601526412,0.744868564,0.841198791,0.913201912,0.969467229,1.014348882,1.050676957,1.080458152,1.105136529,1.125756555,1.143084542,1.157696763,1.170039925,1.180470907,1.189282241,1.196718354,1.202986092,1.208261788,1.212696267,1.216418631,1.219539279,1.222152437,1.224338339,1.226165127,1.227690535,1.228963353,1.230024733,1.230909305,1.231646168,1.232259732,1.232770444,1.233195412,1.233548938,1.233842964,1.234087455,1.234290722,1.234459691,1.234600131,1.234716847,1.234813837,1.234894428,1.234961388,1.23501702,1.235063237,1.235101632,1.235133526,1.23516002,1.235182027,1.235200306,1.23521549,1.235228101,1.235238576,1.235247275,1.235254501,1.235260503,1.235265487,1.235269627,1.235273065,1.23527592,1.235278292,1.235280261,1.235281897,1.235283256,1.235284384,1.235285321,1.235286099,1.235286745,1.235287282,1.235287728,1.235288098,1.235288405,1.235288661,1.235288873,1.235289049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,0.059439737,0.35884979,0.601539987,0.745019545,0.841874774,0.91499507,0.972916331,1.019777851,1.05820437,1.090078031,1.116790412,1.139373892,1.15859741,1.175040739,1.18915,1.201277228,1.211707529,1.220677267,1.228386115,1.235005068,1.240681869,1.245544829,1.249705637,1.253261551,1.256297187,1.258886042,1.261091828,1.26296965,1.264567068,1.265925039,1.267078769,1.268058458,1.268889974,1.269595439,1.270193746,1.270701014,1.271130977,1.271495329,1.271804016,1.272065496,1.272286952,1.272474484,1.272633271,1.272767703,1.272881507,1.272977839,1.273059376,1.273128386,1.273186791,1.273236218,1.273278045,1.27331344,1.273343391,1.273368734,1.273390178,1.273408323,1.273423675,1.273436664,1.273447655,1.273456953,1.273464821,1.273471477,1.273477108,1.273481872,1.273485903,1.273489314,1.273492199,1.27349464,1.273496705,1.273498452,1.27349993,1.27350118,1.273502238,1.273503133,1.27350389,1.273504531,1.273505073,1.273505531,1.273505919,1.273506247,1.273506525,1.27350676,1.273506958,1.273507127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,0.059439737,0.358849822,0.601544087,0.745079416,0.842193812,0.915957028,0.974955647,1.023231602,1.063260309,1.096801499,1.125174765,1.149381437,1.170182675,1.188159598,1.203760681,1.217337947,1.22917358,1.239498882,1.248507455,1.256364258,1.263211805,1.269174441,1.274361358,1.278868794,1.282781704,1.2861751,1.289115154,1.291660167,1.293861409,1.295763884,1.297407021,1.298825296,1.300048802,1.301103764,1.302012994,1.302796316,1.303470928,1.304051736,1.304551646,1.30498182,1.305351907,1.305670238,1.305944007,1.306179415,1.306381812,1.306555807,1.30670537,1.30683392,1.306944401,1.307039346,1.307120934,1.307191041,1.307251279,1.307303036,1.307347504,1.307385708,1.307418529,1.307446726,1.307470949,1.307491758,1.307509634,1.307524989,1.30753818,1.30754951,1.307559244,1.307567604,1.307574786,1.307580954,1.307586253,1.307590804,1.307594714,1.307598071,1.307600956,1.307603433,1.307605561,1.307607389,1.307608959,1.307610307,1.307611466,1.30761246,1.307613315,1.307614049,1.307614679,1.307615221,1.307615686,1.307616085,1.307616428,1.307616723,1.307616976,1.307617194,1.30761738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,0.059439737,0.358849828,0.601545335,0.745103423,0.842344612,0.91646981,0.976150004,1.025408745,1.066633414,1.101484835,1.131207686,1.156759611,1.178882271,1.198151322,1.215015678,1.229828766,1.24287285,1.254377383,1.264532491,1.273498673,1.281413671,1.288397313,1.294554926,1.299979772,1.304754819,1.308954075,1.312643633,1.315882518,1.318723402,1.321213235,1.3233938,1.325302223,1.326971431,1.328430585,1.329705462,1.330818816,1.331790704,1.33263878,1.333378566,1.334023692,1.334586118,1.335076325,1.335503493,1.335875658,1.336199844,1.336482193,1.336728071,1.336942162,1.337128556,1.337290819,1.337432064,1.337555003,1.337662002,1.337755121,1.337836157,1.337906674,1.337968035,1.338021427,1.338067883,1.338108302,1.338143469,1.338174065,1.338200684,1.338223841,1.338243988,1.338261515,1.338276762,1.338290026,1.338301565,1.338311602,1.338320334,1.33832793,1.338334538,1.338340286,1.338345286,1.338349635,1.338353418,1.33835671,1.338359572,1.338362063,1.338364229,1.338366113,1.338367752,1.338369178,1.338370418,1.338371497,1.338372435,1.338373252,1.338373962,1.338374579,1.338375116,1.338375584,1.33837599,1.338376344,1.338376651,1.338376919,1.338377151,1.338377354,1.33837753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,0.059439737,0.358849829,0.601545715,0.745112979,0.842415531,0.916742098,0.976847191,1.0267781,1.068882885,1.104753475,1.135568374,1.162237331,1.185474058,1.205841329,1.223784103,1.239655858,1.253739768,1.266265459,1.277421953,1.287367429,1.29623645,1.304145232,1.311195456,1.317477016,1.323070011,1.328046205,1.332470128,1.336399913,1.339887979,1.342981587,1.34572332,1.348151504,1.350300589,1.352201497,1.35388194,1.355366718,1.35667799,1.357835528,1.358856951,1.359757942,1.360552442,1.361252829,1.361870088,1.362413954,1.362893049,1.363315004,1.36368657,1.364013711,1.364301698,1.364555184,1.364778278,1.364974602,1.365147354,1.36529935,1.365433074,1.365550715,1.365654201,1.36574523,1.365825298,1.365895722,1.36595766,1.366012134,1.366060041,1.366102172,1.366139222,1.366171803,1.366200454,1.366225648,1.366247802,1.366267283,1.366284413,1.366299475,1.366312718,1.366324363,1.366334603,1.366343606,1.366351522,1.366358482,1.366364601,1.366369982,1.366374713,1.366378873,1.36638253,1.366385746,1.366388573,1.366391058,1.366393244,1.366395166,1.366396855,1.36639834,1.366399646,1.366400795,1.366401804,1.366402692,1.366403472,1.366404158,1.366404761,1.366405292,1.366405758,1.366406168,1.366406529,1.366406845,1.366407124,1.366407369,1.366407584,1.366407774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,0.059439737,0.358849829,0.601545829,0.745116789,0.842449207,0.916887953,0.977256364,1.027641826,1.070385561,1.107038797,1.138728812,1.166320566,1.190496283,1.211800317,1.230668924,1.247452745,1.262434881,1.275845596,1.287874137,1.298678045,1.308390346,1.317125005,1.324981007,1.332045383,1.338395437,1.34410039,1.3492226,1.353818482,1.357939212,1.361631281,1.364936954,1.367894643,1.370539243,1.37290242,1.375012879,1.376896608,1.378577102,1.380075576,1.381411156,1.38260107,1.38366081,1.384604297,1.385444021,1.386191182,1.386855812,1.387446887,1.387972435,1.38843963,1.388854877,1.389223894,1.38955178,1.389843081,1.390101848,1.39033169,1.390535821,1.3907171,1.390878074,1.391021005,1.391147909,1.391260575,1.391360596,1.391449386,1.391528203,1.391598166,1.391660265,1.391715383,1.391764304,1.391807723,1.391846258,1.391880458,1.391910809,1.391937745,1.391961649,1.391982862,1.392001687,1.392018393,1.392033218,1.392046373,1.392058047,1.392068406,1.392077598,1.392085755,1.392092993,1.392099416,1.392105115,1.392110172,1.39211466,1.392118642,1.392122175,1.392125311,1.392128093,1.392130561,1.392132751,1.392134695,1.39213642,1.39213795,1.392139308,1.392140513,1.392141582,1.39214253,1.392143372,1.392144119,1.392144782,1.39214537,1.392145891,1.392146354,1.392146765,1.39214713,1.392147453,1.39214774,1.392147995,1.392148221,1.392148421,1.392148599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,0.059439737,0.35884983,0.601545864,0.74511832,0.84246527,0.916966048,0.977495506,1.028183291,1.071382719,1.1086269,1.1410083,1.169354708,1.194317636,1.21642017,1.236086024,1.253659737,1.269422278,1.283603734,1.296393759,1.307950081,1.318405338,1.32787245,1.336448791,1.34421938,1.351259294,1.357635487,1.363408154,1.368631757,1.373355803,1.377625447,1.381481957,1.384963093,1.388103421,1.390934576,1.393485496,1.395782632,1.397850133,1.399710024,1.401382369,1.402885421,1.40423577,1.405448472,1.406537179,1.407514255,1.408390886,1.409177185,1.409882284,1.410514423,1.411081034,1.411588811,1.412043784,1.41245138,1.412816477,1.413143464,1.413436284,1.413698476,1.413933222,1.414143375,1.414331496,1.414499881,1.414650591,1.414785473,1.414906181,1.415014201,1.41511086,1.41519735,1.415274738,1.415343979,1.415405928,1.415461353,1.415510938,1.415555299,1.415594984,1.415630486,1.415662244,1.415690654,1.415716068,1.415738801,1.415759137,1.415777327,1.415793598,1.415808152,1.415821171,1.415832815,1.415843231,1.415852547,1.41586088,1.415868334,1.415875001,1.415880964,1.415886297,1.415891068,1.415895335,1.415899151,1.415902565,1.415905618,1.415908349,1.415910791,1.415912975,1.415914929,1.415916677,1.41591824,1.415919638,1.415920888,1.415922007,1.415923007,1.415923902,1.415924702,1.415925417,1.415926058,1.41592663,1.415927142,1.4159276,1.41592801,1.415928376,1.415928704,1.415928997,1.415929259,1.415929493,1.415929703,1.415929891,,,,,,,,,,,,,,,,,,,,,,
48,0,0.059439737,0.35884983,0.601545874,0.745118932,0.842472884,0.917007679,0.977634828,1.028521823,1.072042913,1.109728674,1.142651206,1.17161033,1.197230476,1.220013158,1.240367278,1.258628554,1.275073549,1.289930715,1.303389497,1.315607892,1.326718705,1.336834636,1.346052358,1.354455747,1.36211839,1.369105533,1.375475566,1.381281162,1.386570145,1.391386156,1.395769169,1.399755891,1.403380088,1.406672846,1.409662792,1.412376286,1.414837586,1.417069002,1.41909103,1.420922484,1.422580613,1.424081217,1.42543875,1.426666422,1.427776292,1.428779361,1.429685651,1.430504288,1.431243572,1.431911047,1.432513566,1.433057347,1.433548033,1.433990737,1.434390093,1.434750298,1.43507515,1.435368085,1.435632213,1.435870344,1.436085018,1.43627853,1.436452954,1.436610162,1.436751845,1.436879529,1.436994591,1.437098274,1.4371917,1.437275879,1.437351725,1.43742006,1.437481625,1.437537091,1.43758706,1.437632076,1.437672629,1.43770916,1.437742068,1.437771713,1.437798416,1.43782247,1.437844137,1.437863654,1.437881234,1.437897069,1.437911332,1.437924179,1.437935751,1.437946174,1.437955562,1.437964018,1.437971634,1.437978494,1.437984672,1.437990237,1.437995249,1.437999764,1.43800383,1.438007492,1.438010791,1.438013761,1.438016437,1.438018847,1.438021018,1.438022973,1.438024733,1.438026319,1.438027748,1.438029034,1.438030193,1.438031236,1.438032176,1.438033022,1.438033785,1.438034471,1.43803509,1.438035647,1.438036148,1.4380366,1.438037007,1.438037374,1.438037704,1.438038001,1.438038269,1.43803851,1.438038727,1.438038923,1.438039099,,,,,,,,,,,,,,
51,0,0.059439737,0.35884983,0.601545877,0.745119175,0.842476503,0.917030008,0.977716441,1.028734245,1.072480876,1.110493759,1.14383591,1.173288216,1.19945325,1.222812685,1.243760013,1.262620422,1.279664149,1.295116423,1.309165433,1.321968983,1.333660063,1.344351525,1.354139931,1.36310869,1.371330577,1.378869736,1.385783248,1.392122361,1.39793344,1.403258707,1.408136809,1.412603267,1.416690824,1.420429729,1.423847958,1.426971407,1.429824052,1.432428081,1.434804026,1.43697087,1.438946149,1.440746048,1.442385494,1.443878236,1.445236928,1.446473203,1.447597746,1.448620365,1.44955005,1.450395038,1.451162869,1.45186044,1.452494055,1.453069473,1.453591951,1.454066285,1.45449685,1.454887633,1.455242266,1.455564056,1.455856014,1.456120882,1.456361151,1.456579088,1.456776753,1.456956021,1.457118593,1.457266016,1.457399693,1.457520901,1.457630798,1.457730435,1.457820766,1.457902658,1.457976897,1.458044195,1.458105201,1.458160501,1.458210627,1.458256063,1.458297246,1.458334575,1.458368409,1.458399074,1.458426868,1.458452059,1.45847489,1.458495583,1.458514336,1.458531333,1.458546737,1.458560697,1.458573349,1.458584815,1.458595206,1.458604623,1.458613158,1.458620892,1.458627901,1.458634254,1.45864001,1.458645227,1.458649955,1.458654239,1.458658122,1.45866164,1.458664829,1.458667718,1.458670337,1.45867271,1.45867486,1.458676809,1.458678575,1.458680176,1.458681626,1.45868294,1.458684131,1.458685211,1.458686189,1.458687075,1.458687878,1.458688606,1.458689266,1.458689863,1.458690405,1.458690896,1.458691341,1.458691744,1.458692109,1.45869244,1.45869274,1.458693012,1.458693258,1.458693482,1.458693684,1.458693867,,,,,,,
54,0,0.059439737,0.35884983,0.601545878,0.745119272,0.842478232,0.917042004,0.977764193,1.028867122,1.072770173,1.111022508,1.144686145,1.174530958,1.201143369,1.224988223,1.246444373,1.265825821,1.283395163,1.29937299,1.313945069,1.327268216,1.339475229,1.350679079,1.360976447,1.370450682,1.379174244,1.387210689,1.394616277,1.401441249,1.407730846,1.413526104,1.418864488,1.423780379,1.428305466,1.432469053,1.436298301,1.439818429,1.44305288,1.446023452,1.44875042,1.451252639,1.453547635,1.455651689,1.457579915,1.459346331,1.460963929,1.462444738,1.463799888,1.465039662,1.46617356,1.467210344,1.468158093,1.469024251,1.469815667,1.470538645,1.471198975,1.471801981,1.472352547,1.472855159,1.473313926,1.47373262,1.474114694,1.474463311,1.474781368,1.475071515,1.475336179,1.475577577,1.475797737,1.475998514,1.476181603,1.476348551,1.476500773,1.47663956,1.476766093,1.476881448,1.476986609,1.477082472,1.477169857,1.47724951,1.477322115,1.477388292,1.477448609,1.477503584,1.477553689,1.477599355,1.477640973,1.477678902,1.477713469,1.477744971,1.477773679,1.477799841,1.477823683,1.477845409,1.477865208,1.47788325,1.477899692,1.477914674,1.477928326,1.477940767,1.477952103,1.477962433,1.477971847,1.477980424,1.47798824,1.477995362,1.478001852,1.478007765,1.478013153,1.478018063,1.478022537,1.478026614,1.478030328,1.478033713,1.478036797,1.478039607,1.478042168,1.478044501,1.478046627,1.478048564,1.478050329,1.478051938,1.478053403,1.478054738,1.478055955,1.478057064,1.478058074,1.478058994,1.478059833,1.478060597,1.478061293,1.478061928,1.478062506,1.478063033,1.478063513,1.47806395,1.478064348,1.478064711,1.478065042,1.478065344,1.478065618,1.478065869,1.478066097,1.478066304,1.478066494
57,0,0.059439737,0.35884983,0.601545878,0.745119311,0.842479053,0.917048417,0.977792038,1.028950031,1.072960863,1.111387227,1.145295327,1.175450226,1.202427513,1.226678714,1.248569709,1.268403544,1.286434535,1.302877609,1.317915057,1.331701842,1.344369974,1.356032242,1.366785405,1.376712909,1.385887191,1.394371596,1.402221961,1.409487917,1.416213931,1.422440156,1.428203103,1.433536176,1.438470101,1.443033264,1.44725198,1.45115071,1.454752237,1.458077811,1.461147268,1.46397913,1.466590697,1.468998123,1.471216486,1.473259852,1.475141335,1.476873151,1.478466672,1.479932477,1.481280394,1.482519553,1.483658423,1.484704855,1.485666125,1.486548965,1.487359607,1.488103807,1.488786888,1.489413761,1.48998896,1.490516665,1.491000732,1.49144471,1.491851872,1.492225228,1.492567549,1.492881385,1.49316908,1.493432789,1.493674493,1.493896013,1.49409902,1.494285051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
